comment,evaluation
建议旁听不建议选，没有基础跟不上。评分两次考勤，一次作业，一次期末论文,good
给分可以，老师讲课照本宣科···,good
老师很好,good
没有基础且没有想学好的心的同学建议不要选，Matlab倒是非常适合学习下,good
老师给分有点差,bad
点过一次名，给分很好,good
点过一次名，期末要上交论文一篇（其实就是m文件），认真的话可以得高分,good
一篇结业论文加上几个小作业即可，只要满足基本要求评分就很不错,good
真的比较水，不建议选择,bad
结课论文，想学MATLAB的可以听听，不过技术更在个人，上课可以看作一个全面的介绍，广度尚可深度不足。给分也是中规中矩吧~,good
emmm好吧，上课没有认真听，其实老师讲的还是挺不错的,good
跟着课本学，老师上课操作一遍，认认真真学能学到东西，但是自己没好好学，80+,good
上课讲ppt，考核交平时的作业和期末论文，认真做一下给分还不错,good
上课就是照着讲义念，偶尔操作一下。作业期末交，有期末大论文,bad
课件很有价值,good
考核是论文加平时作业，讲课不算很有意思但是也可以，给分挺好的。,good
给分还好。论文和作业是评价,bad
老师比较认真，但是对于有一定编程基础的学生而言课程内容还是较浅。平时作业和期末论文负担略大。,bad
比较简单,good
点名去了，认真完成作业与论文，分应该蛮高的吧,good
只点了两次名，最后论文写好了，90+,good
论文考核，有教材，按照教材来讲解MATLAB，给分不错,good
倒数第二节课点名。我是文科生但是以前有计算机基础，觉得并不无聊。作业做得很认真最后94,good
平时有作业，期末结合自己的兴趣做个matlab例子交论文，论文彩打还有bonus...，给分90+,good
期末交一篇论文还有平时的作业，最后两节课会点名,good
最后交一篇论文，用matlab解决学业问题，偶尔点名。,good
课程很简单，点名也很松散，最后交一篇论文是用matlab解决自己专业学习碰到的问题，给分不错,good
可能大部分都是给分85+吧。最后两三节课点名，然后用matlab完成作业题再加上自己做一个自己想做的事情，可大可小。,bad
给分很好，讲的不错。,good
超难，给分超低！，文科类专业，我最后拿了72,bad
点名会提前说。,good
老师人很好，给分高，这个软件确实有用！,good
其实没听懂老师讲什么，期末交平时作业和期末论文，要求不高。点名很严，不过就两次。,bad
一学期没上课。。。85分,good
没意思,bad
讲课不错，学会了很多MATLAB的东西，很有帮助，给分也不错的,good
还行吧,bad
有没有计科前辈说下，这个对于我们专业算不算分啊,good
很好,good
呜呜，这是一个热爱本行的老师，只是。。。我想用matlab解决的问题已经解决了，就没继续学习,good
老师很认真，检查作业挺严格，最后的作业有点多但是很提升能力，认真做给分90加,good
课程很不错，老师人超级好，作业简单，期末交大作业，做得不合要求老师会给你指出然后缓交,good
最后一节课点名，没有数学或编程基础的慎选，会比较虐。期末论文+作业，给分很好,good
还比较好过吧，反正课上学到东西很难，论文抄的认真就行,bad
91，上课略无聊，但讲软件应用也玩不出什么花样，一般般。考核方式是许多小作业+一份大作业，有一点点难度。可以选这个课去听听，尤其是理工的同志们。,good
讲的很认真，认真学习可以学到很多东西,good
有点枯燥。。但只要写论文还是很容易90+的,good
MATLAB很有用，不过这课上学不到啥东西。,good
就最后一次点了名，老师有出一套卷子课后完成，还需要做一个程序，网上抄的也行,good
这课就是个坑。上课念PPT特别无聊人还贼多，给分还贼低，受不了受不了,bad
给分垃圾,bad
上课很无聊，人还超级多，根本听不清，没去几次，最后交论文，比较简单,good
上课念书，作业和论文可以随便写,good
讲的软件很专业，对于有些专业同学来说可能很基础。课上总有大神跟老师互动。。不过也没指望学完这门课能对MATLAB完全掌握。最后交作业，一个是网上copy的，一个是图书馆借书copy的。给分90+,good
有作业，有期末论文，老师很认真,good
无聊至极，，给分还可以,bad
上课比较无聊，特别对于零基础的文科生来说……期末写论文和交一份平时作业，作业网上有答案，论文自求多福……不过分数还挺高的,bad
专业性比较强，但是给分超级高。，，，，，，，，，，，，，，，，，，，，，，，，，，，，,good
前年选的，期末是论文,good
老师特别幽默特别幽默特别幽默！！！课堂绝对有趣！点三次名，没有作业，期末交一篇论文。只要认真对待，纯文科生也能上90.。能学到很多关于信息技术的实在知识。,good
讲课都是干货，期末交论文，挂科难，但是高分也挺难,good
有两次点名，不提前通知。期末交一篇论文,good
中间会有几次签到作为平时成绩。老师讲的内容也大多是光纤方面的简单介绍，可能会听不太懂。期末交论文，拿了90+，，冷门但是分高,good
有点难听懂，老师讲课还是不错的,good
给分良心,good
老师讲课很不错，考核就是期末一篇论文，从不点名，好行就是给分不是很高,good
一篇论文,good
一篇论文，基本所有人都90+,good
期末一篇论文，轻松90+，平时无压力,good
期末一篇论文，讲的超级好！,good
从不点名，期末交论文90+，超良心,good
论文，给分好,bad
从不点名，知识面比较广，不太好懂,good
完全不点名，就是内容有点难懂，一篇论文，给分很好,good
一篇论文，90+,good
完全不点名！课上涉及知识还是有点艰涩的。。。结课是交一篇论文，据说这门课90%+的人能拿到90+（包括我）（虽然不想承认但这的确是门水课hhh）,good
上课讲的其实还可以，从不点名，除结课论文外无作业，给分真的良心，随便多写点轻松90+,good
期末交一篇论文，给分很好基本90+,good
文科生表示听不懂，但期末一篇我自己也看不懂的论文老师给了90+,good
考核就是论文，给分很高很良心,good
强推刘华俊老师，老师人真的很好,good
不点名没作业，期末一周时间交论文轻松90+,good
不点名给分好,good
期末论文，给分很高,good
不点名，论文，97,good
算法讲的很好，最后交一篇论文，90+,good
老师把诸多算法讲得很透彻，软工专业表示很有用,good
对拓宽计算机和数学知识面很有帮助。不点名，期末交论文，轻松90+，到位。,good
老师蛮能侃，经常放视频，比较轻松，最后开卷。但是不知道为啥最后只得了83。。。,good
后半节课看科普片。考试开卷。,good
老师挺能吹的，蛮有意思，最后开卷，很简单，松松90+,good
期末论文，给分还行，总之我被卡绩了，认识的四个朋友都卡绩了……,good
论文，不过题目很宽泛，拿高分难,good
考核比较麻烦，但给分很好,good
老师讲得很好。期末自选presentation，老师夸我讲得很好，让他非常激动，然后期末论文给了79分。。。可能是老师带的研究生判的期末论文吧。。。,good
老师讲得挺投入的，平时没有点名，期末交一篇论文，最后一节课有展示（选做），做了加分,good
小组展示（选做）+论文，不会点名，给分还行,good
老师很好玩，讲课非常有激情，没有平时作业，期末是一次小组展示+论文，没有展示只有论文也可以，给分90+,good
期末论文，无平时作业,good
还行，,good
日常听老师吹水...,good
事实上没听过课，还翘过一次貌似？最后交论文，评分标准不是特别懂，但是给分还可以吧,good
就内容很玄乎,good
不是很有趣,bad
老师挺有意思的,good
这门课讲诉自然对于计算机算法的启示。老师尽心尽力（真的十分努力），但对没有计算机基础的人来说，仍然近乎空中楼阁，因为脱离了算法的具体细节，很难谈准确的理解。会编程的亲自动手试试比较好，对机器学习感兴趣的，也可以上，Andrew，Ng，在，Coursera，开的课做进一步了解。,good
讲的很深奥，考试,good
课程内容比较高端，结课演讲也比较高端，需要真的认真听课,good
很不错,good
经常点名，老师说话声音有点小，考核是一次小组展示、一次比较简单的论文，给分很好,good
就是期末讲一个PPT我觉得海星,good
课程感觉有点枯燥，，，最后一次小组展示，然后一篇论文，给分高,good
很好,good
偶尔点名，内容轻松，一份课堂展示，期末一份论文，给分高！,good
平时没有作业，一次课堂小组展示，一次论文,good
感觉到各行如隔山，，但是小组展示认真准备给分很高,good
老师人好，给分也好！,good
小组展示做得好的话，期末90+没问题！老师给分很好！,good
要签到，要小组展示，写结课论文，90＋,good
老师很好，最后交一份报告、完成一次小组展示，偶尔点名，给分也还可以。,good
给分蛮高,good
知识实用，上课也挺轻松的,good
感觉老师讲的一般，有一个团队展示需要做ppt，给分确实高也是学长推荐我选的,good
读书报告一篇，小组展示，最后89…,good
90+写论文,good
难道只有我一个人77，每次都去，老师会讽刺小组展示，感觉不尊重人。照本宣科，课程无聊,bad
一份读书报告（独立）—和一个PPT展示（小组合作）。90+,good
每节课签到，可以代签，老师人很好，90+无压力,good
小组展示，期末提前给题，90+，偶尔签到可代签,bad
偶尔签到，最后的作业是交一个报告（回答一些课后题）和一次小组展示，给分很好。,good
小组作业和论文，平时签到可代签，老师上课很有趣啊讲的很棒！,good
期末是小组PPT展示和一份试卷(是自己拿回去做的，答案都可以在老师给的PPT上找到~)，，每节课都签到但是很松容易代签，分数90+,bad
签到可代签，给分95,good
就交一篇论文，很简单,good
老师超好，期末论文认真点,bad
给分很迷。,bad
给分还可以，内容就一般般吧,good
两篇论文，两次点名，但是完全不知道怎么打分的，认认真真写论文，只给了81，迷，慎选,bad
中期和期末各有两篇论文,good
授课还好，给分很迷,good
给分好，很棒,good
是一门水学分的课…老师毫无热情，照ppt念。最后给分90+。考试开卷很简单，照着电脑上ppt抄。无点名，感觉只需要去最后一节课和考试就行了。,bad
给分高,good
给分好,good
平时不点名，最后考试很简单,good
上课一般，考试无法说明平时的认真程度。整体给分可以，但是近似于随机分布，无法通过努力拿高分的样子。,good
给分好，事情少,good
中间会有课堂随堂测验，都很简单，只是当作点名的方式，期末开卷考试，都是ppt上的内容，只是最后卡绩了，无奈。。。,good
好,good
中间有一次课堂题目代替点名，节课开卷考试,good
感觉很好啊,good
有一次课堂作业当作签到，结课是开卷考试，可以带电脑,bad
考试+课上可能会有作业,bad
老师会提前告诉点名的时间，务必要来，基本只点一次，可以上去讲ppt加分，期末交论文。,good
有一两次随堂作业，考试开卷抄ppt，给分真心高。,good
考试开卷，非常简单。偶尔点下名。老师人不错。,good
开卷考试，会给ppt,good
不多说，选就完事了,good
会有三次作业，最后开卷考，给分好,good
平时不点名，但有时有小作业，当堂交，10周就做了2次作业，期末开卷，资料上都有，毫无压力！！！,good
没怎么去过，给分也还可以,good
给分高两次当堂作业，，最后开卷,bad
期末开卷，课堂有时有作业但是很简单，我只去了最后两次课，好像是85+,good
几次课堂作业，超简单，期末开卷，给分好。,good
期末开卷考试，中间几次课后小作业。,good
开卷考试，会给资料,good
还好,good
三次还是两次课堂作业来着，期末开卷。课堂作业写了，考试好好写了，85+是肯定没问题,good
课上会写几次小作业作为点名，最后开卷，提供资料，可带电脑，给分超高，98,good
期末开卷抄ppt,bad
期末开卷抄PPT,bad
平时交两次课堂作业，期末开卷就是抄老师PPT,bad
考试，基本都是课件内容，有时候会有随堂小测验。内容很有趣，涨姿势。,good
开卷考试，，讲课不好玩，给分还行,bad
有几次平时作业，期末做规定主题的PPT。。老师上课就是讲他的PPT。,bad
点名情况记得不太清楚，貌似中途点过一次，要交一份ppt当作作业但不用做展示；考试开卷，可以用电子产品，考试题目能在课件中找到参考。上课基本照课件讲，不过不乏有趣的内容,good
几乎每节课都要交心理测试结果，和点名差不多~,good
老师特别温柔，给分好。会有几次小组任务当做签到。期末一篇自选题材的文章，要求写关于自己的内容，3000字左右。,good
老师好温柔，声音好听,good
老师很温柔，上课形式多样。学会了正念，上课还会通过画画来分析人格等等。期末一篇论文，写‘’我‘’,good
我很喜欢的美女老师，给分很棒,good
老师很用心，上课也比较有趣。期末是论文，不能网上找，自己写的分数很高。,good
老师很温柔，期末自我分析。,good
超棒的一门课，喜欢心理类的不能错过！,good
考核就是一些小作业很简单的，老师人特别好，课程有趣~,good
老师人挺好的，内容准备也充分，但是不是我想听到的心理学知识或者心理健康知识。很多东西没什么价值，到处都能看到。想学内容的不建议选。，期末小论文写自述，给分很高。,good
老师很可爱课程内容也挺有趣~会有所收获，有2~3次花式点名，期末一篇《我是谁》论文，写起来也很轻松，92分。,good
老师灰常好哦~很可爱漂亮的老师~让我每节课都想去~哈哈哈，给分90+，没考试，一篇自我介绍over，强推,good
作业基本好像没有，，，考试一份论文，，，还是很轻松的，，另外也可以学到很多东西,good
上课不错，老师很温柔，给分好,good
给分很好，最后只要交论文就可以啦，课也挺有意思的,good
老师讲的还蛮好的，有一些也的确是平常会遇到的问题，课堂中有一些随堂内容（有一次恰好没去，下一次课补交的，好像也没影响？），期末一篇论文，90+,good
老师人很好,good
按星座分组，每次课堂发言按小组来计分，小组积分越高，期末分数越好，期末交论文。,good
非常好，给分高,good
课程有趣，建议选，偶尔签到,good
讲课挺有趣,good
期末论文，有小作业变相点名，回答问题加分，90,good
期末论文，写关于认识自己，超级轻松,good
随堂有一些小测试，很好玩。期末写论文，写自己的成长历程，很好写，分数很高。,good
JIAOLUNWENJIUOK,bad
课堂偶有作业，但是给分不错，最后结业要交论文。上课有点无聊,good
课堂作业比较多，大部分是小的心理测试，就是变相点名啦~期末交一篇论文，平时多回答问题分数会高一些。,good
讲课一般，每节课都有作业，课堂回答问题有加分，期末交论文，坑爹的89.。。,good
讲课吸引力不大，但经常有心理测试、小作业什么的需要上交，发言互动可以加分，期末写一篇有关发现自我的论文，给分90,good
经常会有一些课堂小作业，很好完成的，最后交一篇论文就好了，基本上不怎么点名,good
论文交到了另一个老师那里居然也没挂掉我,good
讲课没什么意思，经常有课堂作业，期末一篇论文，给分很高,good
有几次作业，期末是论文，上课回答问题可以加分,good
不点名，偶尔互动交点东西变相点名，心理的东西上课不无聊，上课举手发言一次加五分，期末交论文，给分很好,good
几乎每堂课都有小作业当场交，很简单，平时发言有加分，期末交2000字论文，我没有发过言但最后是手写论文，所以94,good
老师还挺好的,good
期末一篇论文，，平常就是几次课堂作业，，给分算是很不错了,good
给分还不错。,bad
水课必选。从不点名，但是上课其实也还行。期末一千字小论文。给分很好。,good
这个老师讲课非常无聊，打着讲视觉艺术的名号介绍风水，对西方艺术有极大偏见，期末考试是要赏析他自己的画，还鼓励学生靠把赏析他画作的文章放到网站上来加分，总之就是不要选！！！,bad
水～,good
粁论文,good
不点名，上课还好，考试论文无压力，给分很好,good
会讲各种美的东西，很有趣,good
不点名，期末交论文，给分90+,good
论文考核，上课就欣赏电影以及瓷器？？电影有意思的。平均给分较高，但我的不高,good
其实是基础美术审美欣赏课，看了很多电影，其实讲得还可以，最后作业，轻松90+,good
给分特别好，上课特别无聊，从不点名，期末写论文，时间也很充足,bad
